image_file,category,signal_source,reason,caption_or_ocr_excerpt
481505289_944340887816901_3498902860126205464_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"MAPETGmA Crmoearr AMMA TIM a ae (@*?: = ° ‘ -  BLOOMFIELD KNIGHTS - , _""  LEADING RUNS ~ 2024 season y; / = y . » 1 ead ade re tc ad 1|4s:16|6s:4 254 wast : , Sere earch eee 242) ap 3 THULASI RAM 75|50s:1| 45: 23/6s:1 22"
481543639_944340957816894_131447374351624266_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Back-to-back brilliance from Thilina Hettiarachchi! For the second game in a row, Thilina's right-arm fast bowling was unstoppable, taking 4 crucial wickets and showing his fantastic form.  👏 Also grabbed a sharp catch"
481656513_944037791180544_6845096640201419817_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Match Summary: MCA Division 2 Match 8 - Bloomfield Knights Victory! 🏆  What a game! Our Bloomfield Knights fought hard and clinched a thrilling win, thanks to an exceptional performance from our bowling and fielding de"
481662166_944340884483568_683211207060295966_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"MATTOMA EREKET AmmOcATION “Oo ey, 2024 ""ee Ln ¥ , BLOOMFIELD KNIGHTS these * LEADING WICKETS —— = H a TAKERS — is 2024 season fi \ mult’ \ Ee 4 BUDDHIRASATHMAKA 12 gli a Inn : 12 | Econ : 4.82 | Avg : 24 | Overs : 61| Ru"
481666649_945963840987939_4873232521527191737_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,BLOOMFIELD CC G) en Most Valuable Player MCA League Premier Division - 2024 ‘ ¢ oa ) MATCHES RUNS AVERAGE SR HIGH SCORE a ad cry 6s 4s WICKETS ECONOMY _ BEST . an a Ee ee | 3-18 | \ a SLOOMn-
481671313_943408977910092_7648628908793108591_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"PLAVER PROFILE i, y= he MATHISHA 7 ie SAMARAWICKRAMA +> ( Se \ BLOOMFIELD CC ' Vyas be LEFT-HAND BAT |"
481673970_943409307910059_5705212217826246598_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,ee = eh } AYER PROFILE per aye oN ey THILINA Nag HETTIARACHCHI ay \ - x BLOOMFIELD KNIGHTS ie Fi i 7) LEFT-HAND BAT ee “Vie RIGHT ARM FAST Pm | = = fax) 4 we 2024 |
481675009_943415757909414_2408035012715845182_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,🌟 Chinthaka Wijayasinghe's brilliant left-arm orthodox spin lit up the game and led us to victory. Outstanding performance. 🏏👏
481708984_945963614321295_2516296902892955915_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"BLOOMFIELD ALL STARS si MCA Recreational League - 2024 ANIL DASANAYAKE {x & ees WICKETS ECONOMY AVERAGE OVERS 7 4 ¥ aaa MAIDENS BEST , 3 j"
481764295_944029457848044_276417775093418897_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"💥 Star Performer Alert! 💥  Our vice-captain, Suren Tharanga Darshana, delivered a fantastic opening spell, securing 3 wickets and bowling 3 maidens! 🎯 His crucial contribution with the bat, staying steady until the end,"
481814940_944030187847971_2690925220149529734_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Toughest Day for Bloomfield All Stars 🏏  Today was a challenging match for the Bloomfield All-Stars as we lost the game. Despite the setback, this game is a valuable lesson for us. It's a reminder to learn from our exp"
481824096_944883837762606_2230582612304599692_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌧️⏰ A rain-shortened 14-over thriller in the MCA Premier Division saw Bloomfield in action! Despite chasing an above-par score, the team put up a strong fight. John gave us a solid start, while Hrusha's quickfire 41 kept"
481897593_944035697847420_4880718686353325020_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🏏 Star Performer Alert! 🌟  Captain Shehan Senarath shines! With a valuable 16 runs opening the innings and an outstanding spell, taking 3 wickets for just 18 runs, including a maiden over, Shehan led the team to victory"
481905602_943418401242483_5846065997663555090_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Despite another tough loss, the Blomfield Knights put up a great fight against strong opposition. Nilesh played an exceptional anchor role, batting till the end. Well done, team! 🌟💪 . . . . #MCALeague2024 #Division2 #Mat"
481914243_943409057910084_2898912808360863066_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,on = ER PROFILE Nes - me PLAY x di SE y - » a / OHANANJAYA a’) CHANDRASEKARA 7 he BLOOMFIELD KNIGHTS ~ ©) RIGHT-HAND BAT <a =< TS mr
481915342_943406771243646_1367554437887041657_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,MATCH SUMMARY et MCA Summer League 2024 - Warm Up Game 9) WINNIPEG BLUESCC BLOOMFIELD CC  187-6 173-9  HIRUSHAWEERASEKARA 41*(32)CHINTHAKAWJAYASINGHE 67 (41) PRAYAG KUMAR 25 (24) NILESHNARENDRAN = 20 (26) OVERS 25 OVERS
481920237_944884044429252_5770112096268337323_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"S-- a . —— Premier Division Os ~e —— BLOOMFIELD CC a i . A a = f LEADING WICKETS ss, 97 TAKERS he, 2024 season p om 4 \ ; 1 HIRUSHA WEERASEKARA 21 ) RS Inn: 12 | Econ : 4.88 | Avg : 16 | Overs : 71.5 | Runs SADIIMENS Cra"
481959885_944332681151055_1987493120109852731_n.jpg,02_cricket_player_profiles_and_awards,caption,Manual visual override after contact-sheet review.,"🌟 Star Performance of the Day! 🌟  Thulasi Ram dazzles with a classy 75 off 75 balls, smashing 12 fours in a display of pure form and finesse. He’s been in fantastic touch over the last two games—keep it up, Thulasi! 🔥"
482002187_943409387910051_8377655602066241470_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,MATCH aby SUMMARY a MCA Summer League 2024 - Warm Up Game BLOOMFIELD ALL STARS [1682 | 168-2 | 1462 | | ISHARA LEKAMGE 31* (20) SHIROMAL GUNAWARDANE 37* (23) SHAN JAYAMAHA 31* (34) UPUL HERATH 32* (28) THILINA HETTIARACH
482002964_944038117847178_1172206755267937676_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Star performance of the Match: Buddhi Rasathmaka Shines! 🌟  A standout performance by Buddhi Rasathmaka , who took 2 crucial wickets early in the innings for just 27 runs. His mystery off-spin once again set the tone f"
482009854_944326757818314_300859131974541145_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Victory for Bloomfield All Stars! 🌟  With an all-round masterclass from Kapila Deiyagala, who took 2 crucial wickets and scored a half-century, and a rapid knock from Ruban that helped build a century partnership, our"
482018655_944035874514069_4216807260925841496_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏🎉Bloomfield clinched their 6th consecutive win in the MCA League Premier Division with a nail-biting finish, retaining the top position on the table! 🙌  Special shoutout to Prageeth Wasala for his valuable runs at the e"
482022608_944341037816886_7279724239620709446_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,ee ee mnoVIRSAL Lan « . os = . . BLOOMFIELD KNIGHTS =) 4 A ss o> i 4 LEADING MVP <= 2024 season 5 SHEHAN SENARATH \ Wx 1 RP 16.20] WP: 22|CP:4|RO-P:4|BP:0 46.2 Vaal 2 RP: 15.00 | WP: 22|CP:4|RO-P:2|BP:0 _ 43.0 ‘tz ISHARA
482049619_944339521150371_4788927194110045501_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Star Performer: Thilina Hettiarachchi Back in Form! 🌟  Thilina Hettiarachchi delivered a stellar performance, smashing 33 runs off just 28 balls, including two massive sixes! He also made a significant impact with the ba"
482058480_945963554321301_1543366707188800662_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Best Bowler of the Year 2024 - Bloomfield CC - Chinthaka Wijayasinghe  #MCAPremierDivisionLeague2024
482191758_944039154513741_8994890678716106350_n.jpg,05_community_events_mixed,caption,Matched community/culture event keywords.,"🌟 5 More Days to Go! 🌟  🏏 Bloomfield Cricket and Cultural Club proudly presents the 16th Annual Bloomfield Sixes! 🏏  📅 Date: Saturday, July 27th ⏰ Time: 7:00 AM onwards 📍 Location: Chancellor School Grounds (1520 Chancel"
482208050_943407614576895_8803631852987142054_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Manual visual override after contact-sheet review.,"we, 2024 CRESCENT STARS LABARRIERE PARK 2 (WPG) | 9:00 AM ROYAL RAZIR | ee ‘ > BS a, _ BENGAL TIGERS ss a, 1 PARK 2 (WPG) 19:00 AM : : 2s * S QO co 1S KINGZ > % he oa eo ‘ 4 G * %, BiECC cy WINNIPEG SHOOTERS “e6 G LABARR"
482219171_943406817910308_2158305407321994531_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,MATCH Sey SUMMARY a MCA Summer League 2024 - Warm Up Game BLOOMFIELD A 165-7 155-6 ISHARA LEKAMGE 51* (52) THILINA HETTIARACHCHI 33% (29) CHINTHAKA WIJAYASINGHE 32 (21) MADHURANGA BANDARA 30 (26) SHAN JAYAMAHA 32 (22) NA
482226062_943409027910087_4351987083019756798_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"© . PLAYER PROFILE i, Xe > beard} NAVEEN i FERNANDO /) . SG yy, BLOOMFIELD KNIGHTS m@ CG Ge PIGHT ARM FAST MEDIUM eS — S ~ f BLOOMFIELD ete, O"
482242009_943409367910053_5937801543769721444_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"| ~ A a ——""s be . | re| CHALINDA ‘od, FERNANDO Py BLOOMFIELD CC } = VIA if | bua 7, 4 RIGHT-HAND BAT —~ fay” WICKET-KEEPER = au. ‘ , is fenaie oo SU NEIELD\ ~ 1 ~~"
482247713_944028174514839_4707334822413465552_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Another tough game for Bloomfield All-Stars in the MCA Recreational T20 League 2024. Despite the loss, Suren Dadallage and Madhuranga Bandara had a commendable batting display. Ayesh Muthukumarana also shined, taking 3"
482253484_944029297848060_2796423308714669388_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🎉 We're thrilled to announce that Bloomfield has clinched its 5th consecutive win in the MCA League Premier Division! 🏆🔥  A special shoutout to our incredible vice-captain, Suren Tharanga Darshana, for his outstanding pe"
493287959_985116173739372_6704047434217403245_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"EI Sim = a a MCA SUMMER LEAGUE “MCA: acket ang Division 2 ye We SUN 2025 ‘zg fj (3 i e : \¥ So ae és (. BLOOMFIELD KNIGHTS }) . MATCH SCHEDULE wy, Q3 WINNIPEGWARRIORS 27 FIVERIVERS2 MAY LABARRIER PARK 3 | 10:00 AM JUL WA"
493312441_985116143739375_3748754203226758810_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"sx . rs] AP ’ MCA SUMMER LEAGUE Ke al ss u \cket ang : Premier Division yp S Q 2025 S A Se 2 Ie a ETE CES ‘4 QP Manitoo® y MATCH SCHEDULE MB EAGLES HAKUNA MATATA LABARRIER PARK 2 | 9:00 AM WINELER CRICKET GROUND | 9:00,"
494187373_986372836947039_297056692895924302_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🔥 Gearing up for the season! First warm-up match starts tomorrow, April 27th at 1:00 PM. Time to get into the groove! 💪🏏  . . . . #MatchDay #SeasonPrep #GameOn"
494885908_991004599817196_2909151646847183178_n.jpg,03_cricket_team_and_tournament_announcements,caption,Matched team/squad announcement keywords.,"🌟 A New Chapter Begins! 🌟 Introducing the Bloomfield Stars – our newest warriors stepping into the spotlight for the MCA Summer League 2025 – Division 3! A fresh squad, full of promise and passion, ready to shine bright"
495020032_991004213150568_352013687483986850_n.jpg,03_cricket_team_and_tournament_announcements,caption,Matched team/squad announcement keywords.,"🔥 Squad Announcement Alert! 🔥 Proud to unveil our Bloomfield Cricket Club squad for the MCA Summer League 2025 – Premier Division! 💪🏏 A blend of experience, talent, and passion – ready to take the field and fight for glo"
495042881_991004373150552_603857348966197472_n.jpg,03_cricket_team_and_tournament_announcements,caption,Matched team/squad announcement keywords.,"⚔️ Here Come the Knights! ⚔️ Pumped to reveal the Bloomfield Knights squad for the MCA Summer League 2025 – Division 2! A determined unit, built on grit, skill, and unity – ready to charge into battle this summer. Let th"
495280700_991687229748933_233561333417594697_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,🏅 Man of the Match – Anuradha Kariyawasam! 💥 A fiery opening spell with the new ball and two stunning catches in the field set the tone for a winning start to the season. Brilliant all-round effort! 🔥👏  . . . . . . #Bloo
495368296_991685906415732_7259866671331839444_n.jpg,03_cricket_team_and_tournament_announcements,caption,Matched team/squad announcement keywords.,Bloomfield Knights kick off the 2025 season with a solid win! 💥🔥 A dominant bowling display led by the pace attack and backed by smart spin sealed the deal. Top team effort all around! 💪 . . . . . #GoKnights #SeasonOpene
495571959_992931432957846_6240300213375130104_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,A comprehensive victory to kick off the campaign! 🔥💪 What a way to start our MCA League journey! Bloomfield Stars shine bright in our debut game with a dominant all-round performance! From disciplined bowling to explosiv
495619397_992931559624500_7065419419262629231_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Man of the Match – Naveen Fernando 💥🔥 A blazing finish to our first innings! Naveen unleashed a quick-fire knock just when we needed it, pushing us to a strong total and setting the tone for a dominant win. What a finish"
496284596_996430205941302_8121434196793373288_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Man of the Match – Shehan Senarath 🏏🔥 Led from the front and gave the perfect start to the innings, setting the platform for a smooth and confident chase. A true captain's knock in yet another Bloomfield Knights victory!"
496463501_994297049487951_61856397889437334_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"res] SS = ie ve MCA SUMMER LEAGUE MCA: : qoket ang Division 3 wy / oa SUN 2025 4 { (3 <p oY (a) Need ¢ Ae nk BEEG ky AR RY (re ° MATCH SCHEDULE vy, Q4 HAKUNAMATATA2 29 ULTIMATE XI MAY ‘WAVERLEY GROUND | 3:00 PM JUN LABAR"
496925725_996428159274840_6129114546166637146_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Another win for the Bloomfield Knights! 🏏🔥  A brilliant display of fast bowling and spin set the tone, and the boys chased down the target with ease for a comfortable victory in our second match of the MCA League Divisio"
497457262_997537652497224_1690839305986741266_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Second league match of the MCA League Division 3 – A tough battle on the field, but luck wasn’t on our side this time. Proud of the Bloomfield Stars for the spirit and fight till the very end. Heads held high – we’ll com"
497557942_997538569163799_8267536507949603647_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Back-to-back brilliance from Naveen Fernando! 🌟   Last game's Man of the Match continues his stellar form, delivering once again with both bat and ball. A true star for the Bloomfield Stars! 💥🏏  . . . . . . #NaveenFernan"
499156003_1003795371871452_1569696546599594488_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,{@eay) MCA SUMMER LEAGUE N Le. PREMIER DIVISION e& 2025 _ — PLAYER PROFILE ‘4 4 \ L Role: All-rounder 4 Batting Style: Right Handed Bat Bowling Style: Right-arm Fast Medium —x ## BLOOMFIELD CC —a
499300296_1003795461871443_6116129830688933833_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"{@eay) MCA SUMMER LEAGUE as Le. PREMIER DIVISION fan » 2025 3 S — 4 RANA - S ) q PLAYER PROFILE yon fe Gg Se Role: Bowler ? | Batting Style: Right Handed Bat ""Avn Bowling Style: Right-arm Fast 3) as ~ ## BLOOMFIELD CC G)"
499410901_1003795018538154_3766176636490839189_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,SS 2025 f we  CHALIND Ae  Role: Wicket Keeper - a) a <a  Batting Style: Right Handed Bat f S > * % 7 » | __i# BLOOMFIELD Cc SyMRVELD
499414482_1003794931871496_6933196985590599740_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aa PREMIERDIVISION f = 2025 ey HIRUSHA sf . WEERASEKARAS, yy PLAYER PROFILE a € ZA Betting Styles. Lert Handed Bat z» q Bowling Style: Slow Left-arm G) [OO Min. ## BLOOMFIELD CC"
499418883_1004215225162800_7704059795646641358_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"(@ay) MCA SUMMER LEAGUE —~ DILSHAN ant , MORAWALIYADD: > Role: Wicket Keeper : Ve Batting Style: Right Handed Bat ' - eo P= BOY Day ## BLOOMFIELD KNIGHTS"
499422664_1002806441970345_8527590108112717483_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,Second Win of the Season – MCA Division 3 ⭐  Solid performance by the Bloomfield Stars as we secured our second win of the season against the talented Manitoba U19 team! 💪🔥 A great all-round effort and a step forward in
499427836_1004215735162749_6278196172659341152_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"{@eay) MCA SUMMER LEAGUE ca DIVISION 2 . @® ACA> 2025 N YW -—~ LEKAMGE~ ; . ’ PLAYER PROFILE ia ® ZA Role: Batsman al Batting Style: Left Handed Bat Bowling Style: Right-arm Offbreak —x ## BLOOMFIELD KNIGHTS PERKS, —a"
499491982_1003794818538174_8472311186999195234_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aan ‘ae ait i [E)) rremenoivsion” i, 2025 PLAYER PROFILE foal (Z Role: All-rounder ~~ Batting Style: Right Handed Bat IN Be y= Bowling Style: Right-arm Fast Medium V/. SN —x ## BLOOMFIELD CC G) —a"
499512017_1003794721871517_4211771145010510429_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,i ey  MADHURANGA BANDARA sj > (C) a : G  ia ZA PLAYER PROFILE af? Role: Batsman | Batting Style: Left Handed Bat Bowling Style: Right-arm offbreak ## BLOOMFIELD CC * \ .
499554849_1003795268538129_8135980788324200340_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aa PREMIERDIVISION Mee 2025 LS cN\  PRAGEETH i, NS PLAYER PROFILE  Role: Bowler -  Batting Style: Right Handed Bat  Bowling Style: Right-arm Fast 1  SS als! ## BLOOMFIELD CC"
499585679_1002807548636901_1783232571619242653_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🌟 Man of the Match – Pashma Nanayakkara 🌟  The experienced campaigner stepped up when it mattered most! 💥 With a brilliant all-round performance, Pashma Nanayakkara led from the front and steered the Stars to a well-dese"
499636222_1004906388427017_7271897801021795522_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aa MEI SUMPAER LEAGUE  SS 225 i  RALSTON 7  DE ZILVA =X 2m"" @2A  PLAYER PROFILE ; 1  Role: Batsman a  Sawitag Seyte: Rightarm Median y “8oyo=  ## BLOOMFIELD STARS ‘©) on 1)"
499679090_1003795231871466_5499800565591410592_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,SS an Et 2025 am CHINTHAKA » ~~ WIJAYASINGHE® a” GA PLAYER PROFILE - Role: All-rounder ( Batting Style: Right Handed Bat ” Bowling Style: Slow Left-arm  SLYOMFIED  _f# BLOOMFIELD Co G)
499701815_1004215001829489_2339233599544831682_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,{@eay) MCA SUMMER LEAGUE BUDDHI y os ( RASATHMA D> PLAYER PROFILE eA a iG / A Role: All-rounder | Batting Style: Left Handed Bat Bowling Style: Right-arm Offbreak  ## BLOOMFIELD KNIGHTS asm
499715603_1004215358496120_5718950161823698574_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,qe MCA SUMMER LEAGUE DIVISION 2 2025 ‘ p \ THULASI y ; Role: Batsman Batting Style: Right Handed Bat ' Bowling Style: Right-arm Offbreak A ») » ] —x ~ —a
499719621_1004906691760320_8293753308392934404_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"(@eay) MCA SUMMER LEAGUE g ~ ED ousons @& LEKAMGE~ , PLAYER PROFILE ia ® ZA Role: Wicket-keeper al Batting Style: Left Handed Bat ## BLOOMFIELD STARS G) —x PKS"
499792939_1004214955162827_6855587610354237957_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,&  SHEHAN  SENARATH otk \w ns Roles All-rounder . | ## BLOOMFIELD KNIGHTS Soo MRIELY
499821689_1002805021970487_5263169931646819262_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Star of the Match – Weerakkodige Weera Shalana 🌟 In a nail-biting encounter that went down to the wire, one name stood tall, Weerashalana delivered a stellar performance that kept us in the fight till the very end. 💥🔥"
499863597_1003795508538105_4356017473447390514_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,{@eay) MCA SUMMER LEAGUE g  = bes DIVISION  MATHISHA ae. SAMARAWICKRAMA  PLAYER PROFILE a Ss © Role: Bowler  Batting Style: Right Handed Bat =)  Bowling Style: Right-arm Fast j  ## BLOOMFIELD CC G)
499891742_1002803888637267_7144279972629199021_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,3rd Match of the Season – MCA Division 2 🏏  A tightly contested battle that unfortunately didn’t swing in our favor this time. 💔 A hard-fought game by the Knights till the very end proud of the fight and the spirit shown
499910119_1003795128538143_8700333362128088003_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,S 75 ” q pA MENDIS) =~ LW a D PLAYER PROFILE ‘a S a) DP | Role: Batsman 1 Batting Style: Right Handed Bat Bowling Style: Right-arm off spin — G) -UOMFIELD ## BLOOMFIELD CC
499942707_1004215298496126_1897706219486643928_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,{@eay) MCA SUMMER LEAGUE ca DIVISION 2 Ry wee 7025 ye a 4 NARENDRAN =) PLAYER PROFILE | & \ Role: Batsman \ Batting Style: Right Handed Bat Bowling Style: Right-arm Offbreak —— G) wb Anes ## BLOOMFIELD KNIGHTS —a .
499944394_1004906921760297_5202464531305217140_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,aa DMSIONG 2025 — DHANANJAYA ' PLAYER PROFILE ay) bs | ye fF Batting Style. Right Handed Bat ; } Bowling Style: Right-arm Fast Medium } ## BLOOMFIELD STARS ‘©) Peoria — 7 |
499960415_1004215575162765_2829363149101211688_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,@ Dwsions LEAGUE y N y  LUDEEHSA  PLAYER PROFILE jm) |  Role: Bowler a Batting Style: Right Handed Bat  Bowling Style: Right-arm Medium Fast ## BLOOMFIELD KNIGHTS G) SCUSMEIELID
499975340_1004906471760342_377760610606660039_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"@ oon ,  ANIL ae a DASANAYAKE Wz Role: Bowler 7) A ate } | ey Batting Style: Right Handed Bat ‘any is Bowling Style: Slow Left-arm | Ad  > ## BLOOMFIELD STARS x pa ). i 5 >"
499998152_1004215645162758_8564910984784796257_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,aa bone  WEERAKKODIGE Aen Pr WEERASHALAN. a 4 WN PLAYER PROFILE posed ‘ (=~ Batting Style. Right Handed Bat Bowling Style: Right-arm Fast ## BLOOMFIELD KNIGHTS G) ; SLUOMFIELD
500034414_1004906221760367_549950371828152836_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,(@eay) MCA SUMMER LEAGUE PASHMA PO) Role: All-rounder Za Batting Style: Right Handed Bat ye \ Bowling Style: Right-arm Medium = © — ## BLOOMFIELD STARS —— Sia
500074649_1004906425093680_7732325191000169944_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,a MCA SUMMER LEAGUE DIVISION 3 2025 = (ee NANDASIRI fin ~  \Wm La. EN 4 Role: Bowler . Batting Style: Left Handed Bat Yy vi Va es Bowling Style: Left-arm Fast Medium ee ys P ## BLOOMFIELD STARS K. AO — pat SOA KKE
500081440_1003795061871483_7508047886122315223_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,qe MCA SUMMER LEAGUE PREMIER DIVISION > cory 2025 ety f iad SANKA ! SILVA Np Ss \ . A YS 4 Role: All-rounder Se Za se Batting Style: Left Handed Bat Bowling Style: Slow Left-arm ~~ ~ —x “ : Seu ## BLOOMFIELD CC = 2/00 1h
500117328_1003795398538116_7436104435686106179_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,aa PREMIER DIVISION > = 2025 y sill \\  THILINA me OI S HETTIARACHCH ; LN  PLAYER PROFILE = pe ) Z  Role: All-rounder i \  Batting Style: Right Handed Bat  Bowling Style: Right-arm Fast  ## BLOOMFIELD CC — AED
500163962_1004906078427048_8409032128704296327_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aa DNISIONS = 2025 A KRISHANTHA : é < \Hv,  (VC)  PLAYER PROFILE A | ib ; Bowling Style: Right-arm Offbreak ae < ## BLOOMFIELD STARS DEUUMEIELD"
500198946_1004906341760355_7942301676283313479_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"qe MCA SUMMER LEAGUE DIVISION 3 2025 S 5 \ CHATHURANGA . ~“ AX \ Ta a ag ye IN \ ~ —_)\ S J Role: All-rounder \ Batting Style: Right Handed Bat , - Bowling Style: Right-arm Medium “4 | 4 ## BLOOMFIELD STARS —a >i —— |"
500230882_1004906521760337_150141365366610201_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,aa DVSIONS  S 75 i> AYESH . MUTHUKUMARANA® JZ) : Roles Bowler ; pal Ja See ae fen a. Si | ## BLOOMFIELD STARS ra of ee) |
500230986_1004906748426981_7621035001168210693_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"qe MCA SUMMER LEAGUE DIVISION 3 i  —_ YASAS is _ WE A y y/ Role: All-rounder io Batting Style: Right Handed Bat ii = min DY ” ff, Bowling Style: Right-arm Medium § 3 in ipo ## BLOOMFIELD STARS an’ R pecs"
500285180_1004906045093718_7746208330796371046_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,qe MCA SUMMER LEAGUE DIVISION 3 2025 2 BUDDHIKA di ' ai \@ +. ABE YRATHNEw*y ~ > 4 (C) hat y ) ~ J Role: All-rounder f Batting Style: Right Handed Bat \ Bowling Style: Right-arm Medium = ie 4 A — fis- ) / Py fay ey. | ##
